	Iozone: Performance Test of File I/O
	        Version $Revision: 3.492 $
		Compiled for 64 bit mode.
		Build: linux 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Mon Nov 22 16:48:50 2021

	Excel chart generation enabled
	Auto Mode
	Command line used: iozone -Ra
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
"131072"   0  0  0  0  946401  1030213  830804  955668  861046  870609  861918  759014  1012084 
"262144"   0  0  0  0  785156  1008987  1065817  968890  874299  898141  915991  794770  953674 
"524288"   0  0  0  0  967826  963812  985011  880046  878500  817568  905596  831882  830880 

"Re-Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   645579  969761  176392  1492919  1210227 
"128"   673778  774922  985435  1114289  1663139  1076312 
"256"   646518  486559  1031644  1168627  1422540  1911233  256274 
"512"   498047  679840  744153  1105920  1368865  794832  2024389  1273861 
"1024"   419479  637159  806293  989212  432794  1020956  1481633  1301187  1088213 
"2048"   514681  602007  785846  976594  1002465  1072293  1093450  1135212  1406616  1178995 
"4096"   463659  632198  856005  773839  855281  1022257  852945  754038  968982  1435147  1246832 
"8192"   509797  661606  734907  779383  895675  537704  856556  846636  975469  965003  1287035  1315769 
"16384"   406812  697427  788376  938536  1007383  1011163  1088783  994524  845582  925592  860092  1362135  1219321 
"32768"   0  0  0  0  1024060  1054717  1074885  997229  845061  946179  1008712  1141786  1648862 
"65536"   0  0  0  0  952516  753329  1015888  1028450  930922  626634  906945  1011343  910135 
"131072"   0  0  0  0  1012671  867888  904006  874588  961691  903153  797580  931584  994929 
"262144"   0  0  0  0  953583  1041788  1086778  950592  900807  904197  886058  859212  978335 
"524288"   0  0  0  0  1015981  1087980  893602  941859  919469  891209  915204  826793  880448 

"Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   33559  36280  844652  1083249  1204796 
"128"   795593  1000121  1196221  1319723  1421023  1363288 
"256"   187821  152027  133752  1540948  1598292  236830  1570244 
"512"   591951  182860  206037  1575781  204877  348063  1772135  920953 
"1024"   391276  349730  684478  659363  738880  568507  676393  1301187  658151 
"2048"   535405  590219  584476  1197736  793175  991702  816548  879322  682022  1151804 
"4096"   539148  924354  850328  1017113  1167284  1458169  1272035  1360802  1375841  936650  1204775 
"8192"   584053  855383  978023  1275000  1415856  1084012  930784  909208  792652  925644  870576  1278796 
"16384"   506035  893983  1084471  1458956  1399245  1492999  1556083  1506582  1510324  1217075  1308000  1468088  1394984 
"32768"   0  0  0  0  1461295  1065312  1504155  1403586  1203295  1364486  1440980  1379593  1290836 
"65536"   0  0  0  0  1320361  1273556  1369324  1423863  1523419  1307032  1290513  1374810  1228604 
"131072"   0  0  0  0  1495336  1491709  1494345  1172735  1319720  921939  1327672  1176356  1470868 
"262144"   0  0  0  0  1544924  1678690  1632827  1612695  1616515  1471405  1090776  1437169  1399311 
"524288"   0  0  0  0  1613521  1625925  1737468  1679694  1642305  1391895  1332662  1428169  1490157 

"Re-Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   145745  141221  1484662  1562436  72241 
"128"   181325  992724  1471662  1663139  1802755  159792 
"256"   847597  1213534  661657  234861  257257  1540948  1911233 
"512"   695697  836636  1364516  912733  1789859  1842059  475864  1801873 
"1024"   688648  966941  1115342  1149368  1681132  1424152  1790460  1292961  1372279 
"2048"   651848  899487  1089981  1325646  1631886  1394061  1666393  1464907  1414259  1066700 
"4096"   653778  896053  1238563  1427159  1457180  1749690  1716646  1474944  1331586  1273639  1313264 
"8192"   692125  914094  1148010  1132273  1267896  1440490  1205951  1007268  620650  1037375  927969  1530923 
"16384"   400332  958740  1198021  1343494  1496934  1640364  1569016  1645825  1489859  1194253  1370940  1300524  1341213 
"32768"   0  0  0  0  1582544  1382090  1582690  1643656  1305029  1436822  1469356  1383955  1377961 
"65536"   0  0  0  0  1609545  1063601  1632807  1742382  1556598  1517741  1454281  1124733  1490169 
"131072"   0  0  0  0  1660523  1229650  1703761  1736881  1364751  1542858  1533147  1469036  1480720 
"262144"   0  0  0  0  1650770  1544067  1441213  1650044  1423310  1567602  1382055  1373330  1095136 
"524288"   0  0  0  0  1596288  1720884  1721256  1594515  1291282  1366903  1354444  1480495  1534275 
